"Name","Path","Position","Is Active","Url Key","Description","Image","Page Title","Meta Keywords","Meta Description","Include In Menu","Display Mode","CMS Block","Is Anchor","Availabe Sort By","Default Sort By","Page Layout","Custom Layout Update"
"Body Panels","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","1","Yes","body-panels","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both complete one-piece front ends and pre-assembled press-molded front ends, along with custom aftermarket fiberglass to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-panels-category.jpg","C3 Corvette Body Panels (1968-1982)","1968-1982 C3 Corvette Body Panels","Buy 1968-1982 Corvette Body Panels online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Complete One-Piece Front Ends","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","2","Yes","complete-one-piece-front-ends","Advantages of 1-piece front ends:    <ul><li>Precut headlamp</li><li>Ripple free finishes and seamless panels</li><li>Hand laminated fiberglass</li></ul>As a cost savings option&#44; Zip offers 1-piece front ends for ""driver"" cars. There is a disadvantage to this approach though&#44; namely&#44; the resale value of your Corvette is likely to be lower then had you installed correct press molded panels or SMC panels. While cost and labor for press molded or original pieces will be more expensive than with a 1-piece&#44; it will still be less than the probable loss at the day of sale. For the highest quality Corvette front end with the greatest resale potential&#44; Zip recommends installing press molded panels or a pre-assembled press molded front end.","complete-one-piece-front-ends-category.jpg","C3 Corvette Complete One-Piece Front Ends (1968-1982)","1968-1982 C3 Corvette Complete One-Piece Front Ends","Buy 1968-1982 Corvette Complete One-Piece Front Ends online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Custom Aftermarket Fiberglass","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","3","Yes","custom-aftermarket-fiberglass","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both Indy and American front spoilers and â€œpace carâ€ rear spoilers, along with collector series rear skirts, wings, and front spoilers to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","custom-aftermarket-fiberglass-category.jpg","C3 Corvette Custom Aftermarket Fiberglass (1968-1982)","1968-1982 C3 Corvette Custom Aftermarket Fiberglass","Buy 1968-1982 Corvette Custom Aftermarket Fiberglass online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Fiberglass Repair Materials","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","4","Yes","fiberglass-repair-materials","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both quarts and gallons of spray gelcoat and bonding adhesive, along with resin, creme hardener, and fiberglass mats to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","fiberglass-repair-materials-category.jpg","C3 Corvette Fiberglass Repair Materials (1968-1982)","1968-1982 C3 Corvette Fiberglass Repair Materials","Buy Corvette Fiberglass Repair Materials online at Zip. Specializing in Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Firewall Splash Shields & Underbody Insulation","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","5","Yes","firewall-splash-shields-underbody-insulation","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both underbody blanket insulation and heat shields, along with firewall shields, brackets, clips, and rivets to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","firewall-splash-shields-underbody-insulation-category.jpg","C3 Corvette Firewall Splash Shields & Underbody Insulation (1968-1982)","1968-1982 C3 Corvette Firewall Splash Shields & Underbody Insulation","Buy 1968-1982 Corvette Firewall Splash Shields & Underbody Insulation online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns. ","Yes","Products only","","Yes","","","No layout updates",""
"Pre-Assembled Press Molded Front End","Default/68-82/Body & Fiberglass/Body Panels & Fiberglass","6","Yes","pre-assembled-press-molded-front-end","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes pre-assembled press molded front ends to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","pre-assembled-pres-molded-front-end-category.jpg","C3 Corvette Pre-Assembled Press Molded Front End (1968-1982)","1968-1982 C3 Corvette Pre-Assembled Press Molded Front End","Buy 1968-1982 Corvette Pre-Assembled Press Molded Front End online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns. ","Yes","Products only","","Yes","","","No layout updates",""
"Alignment Wedge & Bumpers","Default/68-82/Body & Fiberglass/Deck Lid Components","1","Yes","alignment-wedge-bumpers","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes deck lid bumpers, along with deck lid brass wedges and bolts to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","alignment-wedge-bumpers-category.jpg","C3 Corvette Alignment Wedge & Bumpers (1968-1982)","1968-1982 C3 Corvette Alignment Wedge & Bumpers","Buy 1968-1982 Corvette Alignment Wedge & Bumpers online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Deck Lid Hinge","Default/68-82/Body & Fiberglass/Deck Lid Components","2","Yes","deck-lid-hinge","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes deck lid hinge springs, shims, and nutplates, along with retainers, screws, and tools to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","deck-lid-hinge-category_2.jpg","C3 Corvette Deck Lid Hinge (1968-1982)","1968-1982 C3 Corvette Deck Lid Hinge","Buy 1968-1982 Corvette Deck Lid Hinge online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Deck Lid Protectors","Default/68-82/Body & Fiberglass/Deck Lid Components","3","Yes","deck-lid-protectors","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both convertible top and hard top deck lid protectors to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","deck-lid-protectors-category.jpg","C3 Corvette Deck Lid Protectors (1968-1982)","1968-1982 C3 Corvette Deck Lid Protectors","Buy 1968-1982 Corvette Deck Lid Protectors online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Rear Bow Latch & Ferrels","Default/68-82/Body & Fiberglass/Deck Lid Components","4","Yes","rear-bow-latch-ferrels","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both convertible top deck lid latches and hard top deck lid ferrels, along with gaskets, plugs, and cable clips to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","rear-bow-latch-ferrels-category.jpg","C3 Corvette Rear Bow Latch & Ferrels (1968-1982)","1968-1982 C3 Corvette Rear Bow Latch & Ferrels","Buy 1968-1982 Corvette Rear Bow Latch & Ferrels online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Release Handle","Default/68-82/Body & Fiberglass/Deck Lid Components","5","Yes","release-handle","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes deck lid release rods, along with deck lid release handle springs and handle mount screws to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","release-handle-category.jpg","C3 Corvette Release Handle (1968-1982)","1968-1982 C3 Corvette Release Handle","Buy 1968-1982 Corvette Release Handle online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Side Latch & Striker","Default/68-82/Body & Fiberglass/Deck Lid Components","6","Yes","side-latch-striker","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes convertible deck lid side catches, latches, and guide pins, along with deck lid side pin bushings and rubber bumpers to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","side-latch-striker-category.jpg","C3 Corvette Side Latch & Striker (1968-1982)","1968-1982 C3 Corvette Side Latch & Striker","Buy 1968-1982 Corvette Side Latch & Striker online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
